,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,HouseAge,Remodel_Age,is_Remodeled,Total_SF
190,1767,528348030,60,6.0,83.0,10790,2,4,2.0,3,1.0,3,28.0,6.0,5.0,4.0,7.0,7,5,1998,1998,3.0,1.0,13.0,14.0,3.0,275.0,4,3,6.0,4,3,0,1,0.0,1,0.0,1066.0,1066.0,5.0,5,1,5,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,8,1,3,7.0,1998.0,3,3.0,600.0,3,3,2,120,38,0,0,0,0,0,5,2007,6.0,252000,9,0,0,3451.0
191,2206,909254130,75,6.0,53.0,7128,2,4,2.0,3,1.0,3,20.0,6.0,5.0,4.0,6.0,7,5,1941,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,4,4.0,3,3,0,3,364.0,1,0.0,554.0,918.0,5.0,4,1,5,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,8,2,4,3.0,1941.0,1,1.0,240.0,3,3,2,0,0,0,0,126,0,0,8,2007,6.0,164000,66,9,0,2564.0
192,1740,528222080,60,6.0,64.0,7713,2,4,2.0,3,1.0,3,14.0,6.0,5.0,4.0,7.0,7,5,2007,2007,3.0,1.0,13.0,14.0,5.0,16.0,4,3,6.0,4,3,0,1,0.0,1,0.0,728.0,728.0,5.0,5,1,5,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,8,0,0,6.0,2007.0,3,2.0,400.0,3,3,2,100,24,0,0,0,0,0,7,2007,8.0,177594,0,0,0,2184.0
193,199,903232190,50,4.0,52.0,6240,2,4,2.0,3,1.0,3,5.0,6.0,5.0,4.0,2.0,5,7,1936,1980,3.0,1.0,13.0,14.0,2.0,0.0,3,3,4.0,3,2,0,3,276.0,1,0.0,252.0,528.0,5.0,4,1,5,548,492,0,1040,0.0,0.0,1,0,2,1,3,5,8,0,0,3.0,1979.0,3,2.0,624.0,3,3,1,306,0,32,0,0,0,0,5,2010,6.0,123900,74,44,0,1568.0
194,2214,909275310,70,6.0,86.0,22420,2,3,2.0,3,1.0,3,20.0,4.0,5.0,4.0,7.0,6,6,1918,1950,4.0,1.0,6.0,8.0,2.0,0.0,3,3,2.0,4,3,0,4,1128.0,1,0.0,242.0,1370.0,4.0,3,0,4,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,8,1,4,3.0,1918.0,1,3.0,864.0,3,3,0,0,0,0,0,0,0,0,11,2007,6.0,239000,89,32,0,3994.0
195,323,923201020,20,6.0,85.0,15300,2,4,1.0,3,1.0,3,13.0,6.0,5.0,4.0,5.0,5,5,1965,1977,4.0,1.0,10.0,10.0,2.0,0.0,3,3,4.0,3,3,0,3,42.0,1,0.0,1026.0,1068.0,5.0,3,1,5,1264,0,0,1264,1.0,0.0,1,0,2,1,3,7,8,1,3,6.0,1965.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,6,2010,6.0,169000,45,12,0,2332.0
196,2421,528228325,120,6.0,51.0,3196,2,4,2.0,3,1.0,3,19.0,6.0,5.0,5.0,5.0,7,5,2003,2004,3.0,1.0,13.0,14.0,3.0,18.0,4,3,6.0,4,3,4,1,0.0,1,0.0,1374.0,1374.0,5.0,5,1,5,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,8,1,3,6.0,2003.0,3,2.0,420.0,3,3,2,143,20,0,0,0,0,0,10,2006,6.0,234000,3,1,1,2931.0
197,952,914475030,85,6.0,72.0,9360,2,4,1.0,3,1.0,3,13.0,6.0,5.0,4.0,3.0,6,7,1977,1977,3.0,1.0,10.0,11.0,2.0,0.0,3,3,4.0,4,3,3,6,841.0,2,116.0,0.0,957.0,5.0,3,1,5,1287,0,0,1287,1.0,0.0,1,1,2,1,3,5,8,2,2,6.0,1977.0,2,2.0,541.0,3,3,2,302,39,0,0,120,0,0,11,2009,6.0,173000,32,0,0,2244.0
198,24,527402200,20,6.0,73.0,11241,2,3,2.0,3,5.0,3,12.0,6.0,5.0,4.0,5.0,6,7,1970,1970,3.0,1.0,6.0,5.0,3.0,180.0,3,3,4.0,3,3,0,5,578.0,1,0.0,426.0,1004.0,5.0,5,1,5,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,8,1,3,6.0,1970.0,3,2.0,480.0,3,3,2,0,0,0,0,0,0,700,3,2010,6.0,149000,40,0,0,2008.0
199,1139,531376070,20,6.0,81.0,9260,2,4,2.0,3,3.0,3,15.0,6.0,5.0,4.0,5.0,7,5,2007,2007,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,2,1,0.0,1,0.0,1162.0,1162.0,5.0,5,1,5,1162,0,0,1162,0.0,0.0,2,0,3,1,4,6,8,0,0,6.0,2007.0,3,2.0,483.0,3,3,2,0,32,0,0,0,0,0,3,2008,6.0,170000,1,0,0,2324.0
200,518,528458020,20,7.0,90.0,7993,2,3,2.0,3,1.0,3,22.0,6.0,5.0,4.0,5.0,7,5,2008,2009,3.0,1.0,13.0,14.0,4.0,0.0,4,3,6.0,5,3,0,1,0.0,1,0.0,1436.0,1436.0,5.0,5,1,5,1436,0,0,1436,0.0,0.0,2,0,3,1,4,6,8,0,0,6.0,2008.0,3,2.0,529.0,3,3,2,0,121,0,0,0,0,0,10,2009,8.0,225000,1,1,1,2872.0
201,1390,905201020,20,6.0,94.0,9239,2,4,2.0,3,1.0,3,9.0,4.0,5.0,4.0,5.0,5,8,1963,2003,3.0,1.0,13.0,14.0,2.0,0.0,3,4,4.0,3,3,0,6,634.0,1,0.0,326.0,960.0,5.0,5,1,5,960,0,0,960,1.0,0.0,1,0,3,1,4,6,8,0,0,6.0,1963.0,3,1.0,300.0,3,3,2,168,0,0,0,0,0,0,5,2008,6.0,144900,45,40,0,1920.0
202,277,908102170,20,6.0,60.0,10044,2,3,3.0,3,5.0,3,6.0,6.0,5.0,4.0,5.0,5,6,1968,1968,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,4,3,4,5,1070.0,1,0.0,126.0,1196.0,5.0,3,1,5,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1968.0,2,1.0,336.0,3,3,2,257,0,168,0,0,0,0,6,2010,6.0,144000,42,0,0,2392.0
203,54,528228440,120,6.0,43.0,3182,2,4,2.0,3,1.0,3,19.0,6.0,5.0,5.0,5.0,8,5,2004,2005,3.0,1.0,13.0,14.0,3.0,16.0,4,3,6.0,4,3,0,6,24.0,1,0.0,1232.0,1256.0,5.0,5,1,5,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,8,1,3,6.0,2004.0,3,2.0,430.0,3,3,2,146,20,0,0,144,0,0,4,2010,6.0,192000,6,1,1,2525.0
204,649,535353040,20,6.0,60.0,7626,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,5,8,1952,2005,4.0,1.0,6.0,5.0,2.0,0.0,4,3,4.0,3,3,0,6,931.0,1,0.0,100.0,1031.0,5.0,4,1,5,1031,0,0,1031,1.0,0.0,1,0,2,1,4,5,8,0,0,6.0,1952.0,1,1.0,230.0,3,3,2,0,0,0,0,0,0,0,3,2009,6.0,145500,57,53,0,2062.0
205,2600,535377100,50,6.0,60.0,7008,2,4,2.0,3,3.0,3,4.0,6.0,5.0,4.0,2.0,4,8,1900,1998,3.0,1.0,7.0,9.0,2.0,0.0,3,4,2.0,2,2,0,1,0.0,1,0.0,448.0,448.0,5.0,5,1,5,448,272,0,720,0.0,0.0,1,0,1,1,2,5,8,0,0,6.0,1900.0,1,1.0,280.0,2,3,2,0,0,70,0,0,0,0,3,2006,6.0,86900,106,98,0,1168.0
206,617,534475185,20,6.0,128.0,12160,2,4,2.0,3,1.0,3,12.0,4.0,5.0,4.0,5.0,6,4,1953,1953,4.0,1.0,6.0,5.0,3.0,90.0,3,3,4.0,3,3,0,4,1024.0,1,0.0,481.0,1505.0,5.0,5,1,5,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,8,1,3,6.0,1953.0,2,2.0,505.0,3,3,2,0,0,0,162,0,0,0,2,2009,6.0,149500,56,0,0,3010.0
207,2209,909256120,30,6.0,50.0,6305,2,4,1.0,3,1.0,3,20.0,6.0,5.0,4.0,5.0,5,7,1938,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,4,6.0,2,2,0,1,0.0,1,0.0,920.0,920.0,5.0,5,1,5,954,0,0,954,0.0,0.0,1,0,2,1,2,5,8,1,4,4.0,1938.0,1,1.0,240.0,2,3,2,0,0,0,0,0,0,0,6,2007,6.0,119750,69,12,0,1874.0
208,2814,907418020,60,6.0,68.0,8846,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,7.0,6,5,2005,2006,3.0,1.0,13.0,14.0,2.0,0.0,3,3,6.0,4,3,0,1,0.0,1,0.0,750.0,750.0,5.0,5,1,5,750,750,0,1500,0.0,0.0,2,1,3,1,4,6,8,0,0,6.0,2005.0,2,2.0,564.0,3,3,2,0,35,0,0,0,0,0,8,2006,8.0,173900,1,1,1,2250.0
209,2542,534275010,20,6.0,71.0,10659,2,3,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,5,6,1961,1961,4.0,1.0,6.0,5.0,2.0,0.0,3,3,4.0,3,3,0,3,915.0,1,0.0,135.0,1050.0,5.0,3,1,5,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1961.0,1,1.0,368.0,3,3,2,0,319,0,0,0,0,0,1,2006,4.0,136500,45,0,0,2100.0
210,2323,527146135,160,6.0,68.0,13108,2,3,2.0,3,1.0,3,24.0,6.0,5.0,4.0,7.0,8,5,1994,1994,3.0,1.0,12.0,13.0,2.0,0.0,4,3,6.0,4,3,0,1,0.0,1,0.0,2062.0,2062.0,5.0,5,1,5,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,8,0,0,6.0,1994.0,3,2.0,618.0,3,3,2,168,12,0,0,0,0,0,12,2006,6.0,270000,12,0,0,4749.0
211,1393,905202230,20,6.0,79.0,13500,2,4,2.0,3,1.0,3,21.0,6.0,5.0,4.0,5.0,6,7,1960,1975,5.0,1.0,11.0,11.0,2.0,0.0,3,3,4.0,4,3,4,4,429.0,5,1080.0,93.0,1602.0,5.0,4,1,5,1252,0,0,1252,1.0,0.0,1,0,1,1,3,4,8,1,4,6.0,1960.0,2,2.0,564.0,3,3,2,409,0,0,0,0,0,0,3,2008,6.0,235000,48,15,0,2854.0
212,490,528290190,80,6.0,62.0,7750,2,4,2.0,3,1.0,3,14.0,6.0,5.0,4.0,4.0,7,5,1999,2000,3.0,1.0,13.0,14.0,2.0,0.0,3,3,6.0,4,3,0,1,0.0,1,0.0,384.0,384.0,5.0,5,1,5,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,8,1,3,7.0,1999.0,2,2.0,400.0,3,3,2,0,0,0,0,0,0,0,3,2009,6.0,156000,10,1,1,1814.0
213,542,531375130,20,6.0,60.0,12450,2,4,2.0,3,1.0,3,15.0,3.0,5.0,4.0,5.0,5,5,2003,2004,3.0,1.0,13.0,14.0,2.0,0.0,3,3,6.0,4,3,0,6,836.0,1,0.0,278.0,1114.0,5.0,5,1,5,1114,0,0,1114,1.0,0.0,2,0,3,1,4,6,8,0,0,3.0,2004.0,1,2.0,576.0,3,3,2,0,42,0,0,0,0,0,6,2009,6.0,153000,6,1,1,2228.0
214,973,923203190,120,4.0,55.0,4500,2,4,2.0,3,2.0,3,13.0,6.0,5.0,5.0,5.0,6,5,1999,1999,4.0,1.0,13.0,14.0,3.0,425.0,3,3,6.0,5,3,0,6,883.0,1,0.0,341.0,1224.0,5.0,5,1,5,1224,0,0,1224,1.0,0.0,2,0,2,1,3,5,8,0,0,6.0,1999.0,3,2.0,402.0,3,3,2,0,304,0,0,0,0,0,6,2009,6.0,165000,10,0,0,2448.0
215,1012,527212050,60,6.0,77.0,11198,2,3,2.0,3,1.0,3,24.0,6.0,5.0,4.0,7.0,9,5,2005,2007,4.0,1.0,13.0,14.0,3.0,245.0,4,3,6.0,4,4,0,1,0.0,1,0.0,1122.0,1122.0,5.0,5,1,5,1134,1370,0,2504,0.0,0.0,2,1,4,1,5,11,8,1,4,7.0,2005.0,3,3.0,656.0,3,3,2,144,39,0,0,0,0,0,6,2008,6.0,325000,3,2,1,3626.0
216,2218,909281020,190,6.0,79.0,6221,2,3,2.0,3,1.0,3,20.0,6.0,5.0,1.0,2.0,5,5,1941,1950,3.0,1.0,13.0,14.0,2.0,0.0,3,3,4.0,3,2,0,2,533.0,1,0.0,195.0,728.0,5.0,5,1,5,760,595,0,1355,0.0,0.0,2,0,3,1,3,5,8,0,0,3.0,1966.0,1,2.0,528.0,3,3,2,0,0,0,0,144,0,0,10,2007,6.0,140000,66,9,0,2083.0
217,2033,903453080,80,4.0,120.0,13200,2,4,2.0,3,3.0,3,2.0,6.0,5.0,4.0,4.0,6,6,1963,1963,3.0,1.0,9.0,10.0,3.0,234.0,3,3,4.0,3,3,0,4,375.0,1,0.0,366.0,741.0,5.0,2,1,5,1497,797,0,2294,0.0,0.0,3,0,5,1,3,9,8,1,4,6.0,1963.0,1,2.0,658.0,3,3,2,0,110,0,0,0,0,0,4,2007,6.0,202500,44,0,0,3035.0
218,1583,916403230,80,6.0,85.0,10200,2,4,2.0,3,1.0,3,23.0,6.0,5.0,4.0,4.0,6,5,1988,1989,3.0,1.0,9.0,10.0,3.0,219.0,4,3,4.0,4,3,3,6,783.0,1,0.0,678.0,1461.0,5.0,5,1,5,1509,0,0,1509,1.0,0.0,2,0,3,1,4,5,8,1,2,6.0,1988.0,2,2.0,600.0,3,3,2,224,0,0,0,0,0,0,8,2008,6.0,175000,20,1,1,2970.0
219,2858,909275230,70,6.0,60.0,9550,2,3,2.0,3,3.0,3,20.0,6.0,5.0,4.0,7.0,7,5,1915,1970,3.0,1.0,6.0,6.0,2.0,0.0,3,3,2.0,3,4,0,5,216.0,1,0.0,540.0,756.0,5.0,4,1,5,961,756,0,1717,1.0,0.0,1,0,3,1,4,7,8,1,4,3.0,1998.0,1,3.0,642.0,3,3,2,0,35,272,0,0,0,0,2,2006,6.0,140000,91,55,0,2473.0
220,2265,916403040,20,6.0,42.0,10331,2,4,2.0,3,5.0,3,23.0,6.0,5.0,4.0,5.0,7,7,1985,1985,3.0,1.0,10.0,11.0,2.0,0.0,3,3,4.0,4,3,0,5,215.0,4,80.0,970.0,1265.0,5.0,4,1,5,1240,0,0,1240,0.0,1.0,2,0,3,1,4,6,8,0,0,6.0,1985.0,1,2.0,528.0,3,3,2,232,0,0,0,0,0,0,7,2007,6.0,174000,22,0,0,2505.0
221,1088,528235180,80,6.0,59.0,9587,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,4.0,7,5,2005,2005,3.0,1.0,13.0,14.0,5.0,182.0,4,3,6.0,4,3,4,6,655.0,1,0.0,201.0,856.0,5.0,5,1,5,1166,0,0,1166,1.0,0.0,2,0,2,1,4,5,8,0,0,6.0,2005.0,3,2.0,400.0,3,3,2,212,0,0,0,0,0,0,7,2008,6.0,190000,3,0,0,2022.0
222,698,902105060,70,4.0,90.0,9900,2,4,2.0,3,3.0,3,4.0,6.0,5.0,4.0,7.0,5,8,1910,2002,3.0,1.0,13.0,14.0,2.0,0.0,4,3,4.0,3,3,0,1,0.0,1,0.0,504.0,504.0,5.0,5,1,5,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,8,0,0,2.0,1910.0,0,0.0,0.0,0,0,0,0,0,176,0,0,0,0,3,2009,6.0,129000,99,92,0,1968.0
223,1896,534425015,20,6.0,102.0,22002,2,4,2.0,3,3.0,3,12.0,6.0,5.0,4.0,5.0,6,7,1959,1991,3.0,1.0,7.0,9.0,3.0,136.0,3,4,4.0,3,3,2,5,1386.0,1,0.0,206.0,1592.0,5.0,4,1,5,1652,0,0,1652,1.0,0.0,1,1,3,1,4,6,8,1,4,6.0,1959.0,2,2.0,510.0,3,3,2,0,0,0,0,201,0,0,7,2007,6.0,200000,48,32,0,3244.0
224,628,535126010,60,6.0,100.0,13000,2,4,2.0,3,3.0,3,12.0,6.0,5.0,4.0,7.0,6,6,1968,1968,3.0,1.0,13.0,14.0,3.0,576.0,3,4,4.0,4,3,0,3,448.0,1,0.0,448.0,896.0,5.0,3,1,5,1182,960,0,2142,0.0,0.0,2,1,4,1,4,8,8,1,4,6.0,1968.0,3,1.0,509.0,3,3,2,0,72,0,0,252,0,0,6,2009,6.0,193500,41,0,0,3038.0
225,1212,534403050,20,6.0,75.0,8250,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,6,7,1964,1964,4.0,1.0,9.0,10.0,5.0,260.0,3,3,4.0,4,3,0,3,787.0,1,0.0,305.0,1092.0,5.0,5,1,5,1092,0,0,1092,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1964.0,2,2.0,504.0,3,4,2,0,0,0,0,0,0,0,7,2008,6.0,145000,44,0,0,2184.0
226,2864,909280070,50,6.0,81.0,8170,2,3,2.0,3,1.0,3,20.0,6.0,5.0,4.0,2.0,7,7,1929,1950,3.0,1.0,5.0,5.0,3.0,270.0,4,4,2.0,3,3,0,5,526.0,1,0.0,496.0,1022.0,5.0,5,1,4,1122,549,0,1671,0.0,0.0,2,0,4,1,3,7,8,1,4,3.0,1963.0,1,2.0,451.0,3,3,2,0,0,0,0,0,0,0,2,2006,6.0,218000,77,21,0,2693.0
227,2740,905451050,20,6.0,80.0,12048,2,4,2.0,3,1.0,3,6.0,6.0,5.0,4.0,5.0,5,6,1952,2002,3.0,1.0,6.0,5.0,3.0,232.0,3,3,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,4,1,5,1488,0,0,1488,0.0,0.0,1,0,3,1,3,7,8,1,5,6.0,2002.0,2,2.0,569.0,3,3,2,0,189,36,0,348,0,0,4,2006,6.0,135000,54,50,0,1488.0
228,2560,534475160,20,6.0,89.0,10858,2,4,2.0,3,3.0,3,12.0,4.0,5.0,4.0,5.0,5,6,1952,1952,3.0,1.0,6.0,11.0,5.0,150.0,3,4,4.0,3,3,2,2,40.0,1,0.0,1404.0,1444.0,5.0,5,1,5,1624,0,0,1624,1.0,0.0,1,0,2,1,3,6,7,1,4,6.0,1952.0,2,1.0,240.0,3,3,2,0,40,324,0,0,0,0,7,2006,6.0,146500,54,0,0,3068.0
229,1716,528174010,120,6.0,61.0,7577,2,3,2.0,3,3.0,3,26.0,6.0,5.0,5.0,5.0,6,5,2005,2006,3.0,1.0,13.0,14.0,5.0,256.0,4,3,6.0,4,3,3,5,20.0,1,0.0,1342.0,1362.0,5.0,5,1,5,1362,0,0,1362,0.0,0.0,2,0,2,1,4,6,8,1,4,6.0,2005.0,2,2.0,460.0,3,3,2,192,28,0,0,0,0,0,6,2007,6.0,194700,2,1,1,2724.0
230,1130,528488140,20,7.0,62.0,7500,2,4,2.0,3,1.0,3,22.0,6.0,5.0,4.0,5.0,7,5,2007,2008,3.0,1.0,12.0,13.0,5.0,210.0,4,3,6.0,4,3,0,6,902.0,1,0.0,316.0,1218.0,5.0,5,1,5,1218,0,0,1218,1.0,0.0,2,0,2,1,4,6,8,0,0,6.0,2008.0,3,2.0,462.0,3,3,2,168,168,0,0,0,0,0,4,2008,8.0,230348,1,1,1,2436.0
231,201,903234050,30,4.0,51.0,6120,2,4,2.0,3,1.0,3,4.0,1.0,5.0,4.0,5.0,6,5,1923,1950,3.0,1.0,6.0,5.0,2.0,0.0,3,3,2.0,2,2,0,5,960.0,1,0.0,164.0,1124.0,5.0,3,1,5,1068,0,0,1068,1.0,0.0,1,0,2,1,3,5,8,1,4,3.0,1923.0,1,1.0,288.0,3,3,2,0,0,128,0,0,0,0,3,2010,6.0,109500,87,27,0,2192.0
232,2886,913350030,20,6.0,69.0,23580,2,3,2.0,3,1.0,2,13.0,6.0,5.0,4.0,5.0,6,6,1979,1979,3.0,1.0,10.0,11.0,2.0,0.0,3,3,4.0,4,3,4,6,776.0,1,0.0,849.0,1625.0,5.0,3,1,5,1625,0,0,1625,0.0,1.0,2,0,3,1,2,6,8,1,3,6.0,1979.0,3,2.0,576.0,3,3,2,136,28,0,0,0,0,0,9,2006,6.0,242500,27,0,0,3250.0
233,2328,527190050,160,6.0,44.0,5306,2,3,2.0,3,1.0,3,24.0,6.0,5.0,5.0,7.0,7,7,1987,1987,3.0,1.0,9.0,10.0,2.0,0.0,4,4,6.0,4,4,0,6,495.0,3,215.0,354.0,1064.0,5.0,4,1,5,1064,703,0,1767,1.0,0.0,2,0,2,1,4,5,8,1,3,6.0,1987.0,2,2.0,504.0,4,3,2,441,35,0,0,0,0,0,6,2006,6.0,239000,19,0,0,2831.0
234,2583,535301150,20,6.0,70.0,8092,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,6,8,1954,2000,4.0,1.0,6.0,5.0,3.0,176.0,3,4,4.0,3,3,0,5,824.0,1,0.0,226.0,1050.0,5.0,5,1,5,1050,0,0,1050,1.0,0.0,1,0,3,1,4,6,8,0,0,6.0,1954.0,2,1.0,286.0,3,3,2,0,0,0,0,0,0,0,6,2006,6.0,156000,52,46,0,2100.0
235,1206,534277060,20,6.0,77.0,8593,2,3,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,4,6,1957,1957,4.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,0,3,288.0,1,0.0,619.0,907.0,5.0,5,1,5,907,0,0,907,0.0,0.0,1,0,3,1,3,5,8,0,0,3.0,1964.0,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,7,2008,6.0,109008,51,0,0,1814.0
236,2242,910206010,50,4.0,64.0,11067,2,4,2.0,3,3.0,3,2.0,6.0,5.0,4.0,2.0,2,4,1939,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,3,2.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,5,1,5,640,0,205,845,0.0,0.0,1,0,1,1,3,4,3,0,0,3.0,1950.0,1,1.0,256.0,3,2,0,48,0,0,0,0,0,0,3,2007,6.0,68104,68,11,0,845.0
237,1105,528363020,60,6.0,75.0,11929,2,3,2.0,3,5.0,3,28.0,6.0,5.0,4.0,7.0,8,7,1995,1995,3.0,1.0,13.0,14.0,3.0,466.0,4,3,6.0,4,3,3,1,0.0,1,0.0,1242.0,1242.0,5.0,5,1,5,1251,1250,0,2501,0.0,0.0,2,1,4,1,4,9,8,1,3,6.0,1995.0,2,3.0,751.0,3,3,2,192,87,0,0,0,0,0,6,2008,6.0,290000,13,0,0,3743.0
238,121,534401110,20,6.0,90.0,9900,2,4,2.0,3,3.0,3,12.0,6.0,5.0,4.0,5.0,5,5,1966,1966,4.0,1.0,9.0,10.0,2.0,0.0,3,3,6.0,4,3,0,4,1059.0,1,0.0,150.0,1209.0,5.0,4,1,5,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1966.0,2,2.0,504.0,3,3,2,0,0,120,0,0,0,0,4,2010,3.0,159000,44,0,0,2418.0
239,1223,534453140,70,6.0,50.0,4882,2,3,1.0,3,1.0,2,5.0,5.0,3.0,4.0,7.0,4,7,1937,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,3,6.0,3,3,0,3,120.0,1,0.0,228.0,348.0,5.0,3,1,5,453,453,0,906,0.0,0.0,1,0,2,1,3,5,8,0,0,4.0,1937.0,1,1.0,231.0,2,3,2,0,0,0,0,0,0,0,9,2008,6.0,87000,71,13,0,1254.0
240,265,907252120,20,6.0,73.0,11423,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,8,5,2001,2002,3.0,1.0,13.0,14.0,3.0,479.0,4,3,6.0,4,3,3,6,1358.0,1,0.0,223.0,1581.0,5.0,5,1,5,1601,0,0,1601,1.0,0.0,2,0,3,1,4,6,8,1,3,6.0,2001.0,2,2.0,670.0,3,3,2,180,0,0,0,0,0,2000,5,2010,6.0,272000,9,1,1,3182.0
241,2813,907414040,20,6.0,65.0,8772,2,4,2.0,3,2.0,3,18.0,6.0,5.0,4.0,5.0,7,5,2005,2006,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,2,6,996.0,1,0.0,340.0,1336.0,5.0,5,1,5,1336,0,0,1336,1.0,0.0,2,0,3,1,4,6,8,0,0,6.0,2005.0,1,2.0,502.0,3,3,2,136,43,0,0,0,0,0,9,2006,8.0,198000,1,1,1,2672.0
242,1294,902109120,50,4.0,63.0,7628,2,4,2.0,3,1.0,3,4.0,6.0,5.0,4.0,2.0,4,6,1940,1985,3.0,1.0,7.0,9.0,2.0,0.0,3,4,2.0,3,3,0,1,0.0,1,0.0,801.0,801.0,5.0,4,1,4,1095,561,0,1656,0.0,0.0,2,0,2,1,3,8,5,0,0,3.0,1958.0,1,2.0,440.0,3,3,2,187,0,0,0,0,0,0,5,2008,6.0,119164,68,45,0,2457.0
243,2745,905477010,20,6.0,77.0,8335,2,4,2.0,3,3.0,3,6.0,6.0,5.0,4.0,5.0,5,5,1954,1954,3.0,1.0,6.0,5.0,2.0,0.0,3,3,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,4,1,5,1124,0,0,1124,0.0,0.0,1,0,3,1,3,5,6,1,4,2.0,1954.0,0,0.0,0.0,0,0,0,0,36,190,0,0,0,0,4,2006,6.0,93000,52,0,0,1124.0
244,1094,528280180,60,6.0,71.0,8220,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,7.0,7,5,2000,2001,3.0,1.0,13.0,14.0,3.0,647.0,4,3,6.0,4,3,3,6,544.0,1,0.0,438.0,982.0,5.0,5,1,5,1008,884,0,1892,0.0,0.0,2,1,3,1,3,8,8,1,3,6.0,2000.0,2,2.0,431.0,3,3,2,108,0,0,0,0,0,0,7,2008,6.0,226750,8,1,1,2874.0
245,651,535353140,190,6.0,107.0,10615,2,3,1.0,3,3.0,2,4.0,1.0,2.0,1.0,7.0,3,5,1900,1970,3.0,1.0,9.0,10.0,2.0,0.0,3,3,4.0,2,3,2,4,440.0,1,0.0,538.0,978.0,5.0,3,1,5,1014,685,0,1699,1.0,0.0,2,0,3,2,3,7,8,0,0,1.0,1920.0,1,2.0,420.0,2,2,2,0,74,0,0,0,0,0,8,2009,6.0,95000,109,70,0,2677.0
246,198,903228150,50,4.0,50.0,6000,2,4,2.0,3,1.0,3,5.0,6.0,5.0,4.0,2.0,6,7,1948,1950,3.0,1.0,6.0,5.0,2.0,0.0,3,3,4.0,3,3,0,3,300.0,1,0.0,480.0,780.0,5.0,3,1,5,780,636,0,1416,0.0,0.0,1,1,3,1,3,6,8,0,0,3.0,1948.0,1,1.0,312.0,3,3,1,221,0,48,0,0,0,0,3,2010,6.0,139900,62,2,1,2196.0
