,file,emotion,audio,source
690,./raw_source/RAVDESS/Actor_05/03-01-05-01-02-02-05.wav,angry,"[-1.2298288e-05 -2.5283423e-05 -3.0881190e-05 ... -4.0283421e-06
  1.7350932e-06  0.0000000e+00]",ravdess
691,./raw_source/RAVDESS/Actor_05/03-01-06-01-02-01-05.wav,fear,"[ 3.3105800e-07 -3.6709898e-07  3.9842888e-07 ... -4.2166521e-05
 -3.8849634e-05  0.0000000e+00]",ravdess
692,./raw_source/RAVDESS/Actor_05/03-01-06-02-01-01-05.wav,fear,"[-3.1614367e-05 -6.2986102e-05 -7.0595575e-05 ... -3.9849004e-09
  2.3150428e-09  0.0000000e+00]",ravdess
693,./raw_source/RAVDESS/Actor_05/03-01-05-02-01-02-05.wav,angry,"[-5.3548330e-05 -7.8613280e-05 -6.3577660e-05 ...  4.0300880e-04
  4.4158398e-04  0.0000000e+00]",ravdess
694,./raw_source/RAVDESS/Actor_05/03-01-07-01-01-02-05.wav,disgust,"[ 6.7391377e-09  4.4247823e-08 -1.0983297e-07 ...  6.1913262e-05
  9.1496295e-05  0.0000000e+00]",ravdess
695,./raw_source/RAVDESS/Actor_05/03-01-04-01-01-01-05.wav,sad,"[1.1192961e-05 4.0996697e-06 1.2388755e-05 ... 4.1152991e-05 5.6900539e-05
 0.0000000e+00]",ravdess
696,./raw_source/RAVDESS/Actor_05/03-01-04-02-02-01-05.wav,sad,"[ 4.1028496e-04  6.0859817e-04  5.4656656e-04 ...  6.5056093e-07
 -6.4842504e-07  0.0000000e+00]",ravdess
697,./raw_source/RAVDESS/Actor_05/03-01-07-02-02-02-05.wav,disgust,"[-2.0748306e-05 -5.7539492e-05 -5.9851947e-05 ...  9.8314558e-05
  1.2096106e-04  0.0000000e+00]",ravdess
698,./raw_source/RAVDESS/Actor_05/03-01-08-02-02-02-05.wav,surprised,"[-3.0577887e-08  4.8472572e-07 -1.6111803e-06 ... -1.1337710e-04
 -1.3360685e-04  0.0000000e+00]",ravdess
699,./raw_source/RAVDESS/Actor_05/03-01-08-01-01-02-05.wav,surprised,"[1.2587627e-05 1.9243626e-05 8.6216969e-06 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",ravdess
700,./raw_source/RAVDESS/Actor_05/03-01-03-02-02-01-05.wav,happy,"[-1.1230716e-04 -1.5480290e-04 -1.6194765e-04 ...  3.3824788e-05
  1.0746598e-05  0.0000000e+00]",ravdess
701,./raw_source/RAVDESS/Actor_05/03-01-03-01-01-01-05.wav,happy,"[ 2.2661086e-05  3.1084855e-05  4.0082054e-05 ...  5.3109379e-06
 -5.1425349e-07  0.0000000e+00]",ravdess
703,./raw_source/RAVDESS/Actor_05/03-01-01-01-02-01-05.wav,neutral,"[-4.8408740e-05 -8.8396839e-05 -7.6346107e-05 ...  3.2829279e-09
 -2.3999285e-09  0.0000000e+00]",ravdess
705,./raw_source/RAVDESS/Actor_05/03-01-03-02-01-02-05.wav,happy,"[-6.7372753e-07  6.9724155e-07 -6.8864296e-07 ...  6.2786137e-05
  9.7746706e-05  0.0000000e+00]",ravdess
706,./raw_source/RAVDESS/Actor_05/03-01-03-01-02-02-05.wav,happy,"[ 2.7278145e-06 -1.0695838e-05 -6.9006351e-06 ... -4.1546511e-05
 -3.2052241e-05  0.0000000e+00]",ravdess
709,./raw_source/RAVDESS/Actor_05/03-01-01-01-01-02-05.wav,neutral,"[-1.4650269e-07  1.4801388e-07 -1.4294395e-07 ... -3.0527553e-05
 -5.4523007e-05  0.0000000e+00]",ravdess
710,./raw_source/RAVDESS/Actor_05/03-01-06-01-01-02-05.wav,fear,"[-1.3857111e-06  1.7894163e-06 -2.5415493e-06 ... -6.7258385e-05
 -7.2093251e-05  0.0000000e+00]",ravdess
711,./raw_source/RAVDESS/Actor_05/03-01-05-01-01-01-05.wav,angry,"[-4.0720013e-05 -5.5039018e-05 -4.7898153e-05 ... -5.9779723e-05
 -4.4868990e-05  0.0000000e+00]",ravdess
712,./raw_source/RAVDESS/Actor_05/03-01-05-02-02-01-05.wav,angry,"[-2.1149988e-07  1.8820417e-07 -1.4905756e-07 ... -1.3989580e-05
  5.9082336e-06  0.0000000e+00]",ravdess
713,./raw_source/RAVDESS/Actor_05/03-01-06-02-02-02-05.wav,fear,"[ 0.00039142  0.00047078 -0.00035422 ... -0.00013463 -0.00014739
  0.        ]",ravdess
714,./raw_source/RAVDESS/Actor_05/03-01-04-01-02-02-05.wav,sad,"[5.6029174e-05 7.0063754e-05 4.3781907e-05 ... 2.0087324e-05 1.0325689e-05
 0.0000000e+00]",ravdess
715,./raw_source/RAVDESS/Actor_05/03-01-07-01-02-01-05.wav,disgust,"[-2.3621946e-05 -6.7371370e-06 -8.2657716e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",ravdess
716,./raw_source/RAVDESS/Actor_05/03-01-07-02-01-01-05.wav,disgust,"[ 4.1250021e-09 -7.0776458e-08  1.5547995e-07 ... -3.6301071e-08
  3.9208388e-08  0.0000000e+00]",ravdess
717,./raw_source/RAVDESS/Actor_05/03-01-04-02-01-02-05.wav,sad,"[ 2.6347938e-05  1.8994302e-05  3.5625948e-05 ... -3.2715064e-10
  2.2237004e-10  0.0000000e+00]",ravdess
718,./raw_source/RAVDESS/Actor_05/03-01-08-02-01-01-05.wav,surprised,"[-2.3564602e-05 -4.6739111e-05 -2.8486122e-05 ... -7.1614414e-07
  9.7339489e-07  0.0000000e+00]",ravdess
719,./raw_source/RAVDESS/Actor_05/03-01-08-01-02-01-05.wav,surprised,"[ 7.8758978e-07 -1.3055917e-07 -8.1821645e-06 ...  1.3512140e-04
  1.2598063e-04  0.0000000e+00]",ravdess
721,./raw_source/RAVDESS/Actor_12/03-01-01-01-02-02-12.wav,neutral,"[-1.2204690e-06 -1.3884671e-05  1.0232359e-06 ... -2.2455695e-05
 -9.7706686e-07  0.0000000e+00]",ravdess
723,./raw_source/RAVDESS/Actor_12/03-01-03-01-01-02-12.wav,happy,"[ 1.1836126e-05  2.6409359e-06 -3.5277781e-06 ... -7.5765929e-06
 -6.4203905e-06  0.0000000e+00]",ravdess
724,./raw_source/RAVDESS/Actor_12/03-01-03-02-02-02-12.wav,happy,"[ 3.5872390e-07 -3.4948366e-07  3.2736978e-07 ...  9.7554584e-06
  8.1125090e-06  0.0000000e+00]",ravdess
725,./raw_source/RAVDESS/Actor_12/03-01-08-01-01-01-12.wav,surprised,"[ 3.4485474e-08 -6.1842755e-08  9.3791854e-08 ...  7.2603291e-07
 -6.7489657e-07  0.0000000e+00]",ravdess
726,./raw_source/RAVDESS/Actor_12/03-01-08-02-02-01-12.wav,surprised,"[ 3.4240373e-05  4.0858082e-05  5.0257400e-05 ... -7.9310688e-05
 -3.8831313e-05  0.0000000e+00]",ravdess
727,./raw_source/RAVDESS/Actor_12/03-01-07-02-02-01-12.wav,disgust,"[-4.4349719e-05 -6.5076536e-05 -5.9776077e-05 ...  3.4865894e-04
  3.7115387e-04  0.0000000e+00]",ravdess
728,./raw_source/RAVDESS/Actor_12/03-01-04-02-02-02-12.wav,sad,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.9651825e-06 4.1835505e-05
 0.0000000e+00]",ravdess
729,./raw_source/RAVDESS/Actor_12/03-01-04-01-01-02-12.wav,sad,"[-9.3673907e-06 -9.0358735e-06  5.0561957e-06 ... -2.9288740e-03
 -3.1998151e-03  0.0000000e+00]",ravdess
730,./raw_source/RAVDESS/Actor_12/03-01-07-01-01-01-12.wav,disgust,"[4.2067088e-05 5.2602281e-05 5.9204955e-05 ... 3.2653993e-06 1.0115894e-05
 0.0000000e+00]",ravdess
731,./raw_source/RAVDESS/Actor_12/03-01-05-02-01-01-12.wav,angry,"[-1.0092454e-06  2.2586946e-06 -1.1623639e-05 ... -1.5004959e-03
 -1.4709469e-03  0.0000000e+00]",ravdess
732,./raw_source/RAVDESS/Actor_12/03-01-06-02-01-02-12.wav,fear,"[ 0.          0.          0.         ... -0.00041208 -0.00038482
  0.        ]",ravdess
733,./raw_source/RAVDESS/Actor_12/03-01-06-01-02-02-12.wav,fear,"[-3.1967946e-05 -6.3582964e-05 -3.5571778e-05 ... -2.3234748e-05
 -2.6762938e-05  0.0000000e+00]",ravdess
734,./raw_source/RAVDESS/Actor_12/03-01-05-01-02-01-12.wav,angry,"[ 9.30675105e-06  3.12214725e-05  5.09056645e-06 ... -1.02156855e-05
 -2.94973688e-05  0.00000000e+00]",ravdess
735,./raw_source/RAVDESS/Actor_12/03-01-08-01-02-02-12.wav,surprised,"[ 2.3787914e-07 -8.7228919e-08 -1.7114269e-07 ... -1.5068664e-05
 -9.2056416e-06  0.0000000e+00]",ravdess
736,./raw_source/RAVDESS/Actor_12/03-01-08-02-01-02-12.wav,surprised,"[-2.8505001e-10  6.8130601e-10 -1.2401921e-09 ... -7.0287942e-06
  1.0273937e-05  0.0000000e+00]",ravdess
737,./raw_source/RAVDESS/Actor_12/03-01-04-02-01-01-12.wav,sad,"[ 2.4175813e-04  3.6225092e-04  3.2270394e-04 ...  1.0923951e-05
 -1.1265288e-06  0.0000000e+00]",ravdess
738,./raw_source/RAVDESS/Actor_12/03-01-07-02-01-02-12.wav,disgust,"[-3.1724494e-06 -1.1719488e-05 -2.0772800e-06 ...  5.4891323e-05
  1.5870124e-06  0.0000000e+00]",ravdess
739,./raw_source/RAVDESS/Actor_12/03-01-07-01-02-02-12.wav,disgust,"[-1.3381458e-06  2.5377146e-06 -1.1834759e-05 ... -1.5081687e-05
 -1.9384142e-05  0.0000000e+00]",ravdess
740,./raw_source/RAVDESS/Actor_12/03-01-04-01-02-01-12.wav,sad,"[ 1.3997249e-10  7.7096257e-10 -1.9585535e-09 ... -1.2679031e-05
 -2.5129104e-05  0.0000000e+00]",ravdess
741,./raw_source/RAVDESS/Actor_12/03-01-06-02-02-01-12.wav,fear,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.6382927e-05
 -5.0641174e-06  0.0000000e+00]",ravdess
742,./raw_source/RAVDESS/Actor_12/03-01-05-02-02-02-12.wav,angry,"[ 0.          0.          0.         ... -0.0002416  -0.00029282
  0.        ]",ravdess
743,./raw_source/RAVDESS/Actor_12/03-01-05-01-01-02-12.wav,angry,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.0144631e-06
 -4.8006732e-05  0.0000000e+00]",ravdess
744,./raw_source/RAVDESS/Actor_12/03-01-06-01-01-01-12.wav,fear,"[ 0.          0.          0.         ... -0.00156779 -0.00177709
  0.        ]",ravdess
745,./raw_source/RAVDESS/Actor_12/03-01-01-01-01-01-12.wav,neutral,"[-4.07056450e-06  1.09780540e-05  1.55677408e-05 ... -4.56381349e-05
 -1.43839925e-05  0.00000000e+00]",ravdess
748,./raw_source/RAVDESS/Actor_12/03-01-03-01-02-01-12.wav,happy,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0026383e-06
  1.8809689e-06  0.0000000e+00]",ravdess
749,./raw_source/RAVDESS/Actor_12/03-01-03-02-01-01-12.wav,happy,"[-3.5197615e-07 -1.6082440e-05 -1.2877277e-05 ...  5.4939203e-05
  2.9433524e-05  0.0000000e+00]",ravdess
750,./raw_source/RAVDESS/Actor_12/03-01-08-02-02-02-12.wav,surprised,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -2.356818e-05  6.054184e-06
  0.000000e+00]",ravdess
751,./raw_source/RAVDESS/Actor_12/03-01-08-01-01-02-12.wav,surprised,"[ 1.6322969e-05  4.8337479e-05  2.0403480e-05 ... -1.0315817e-05
 -5.4574839e-06  0.0000000e+00]",ravdess
752,./raw_source/RAVDESS/Actor_12/03-01-05-01-02-02-12.wav,angry,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.7409928e-06 6.9270045e-06
 0.0000000e+00]",ravdess
753,./raw_source/RAVDESS/Actor_12/03-01-06-01-02-01-12.wav,fear,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3824370e-05
 -6.2995796e-06  0.0000000e+00]",ravdess
754,./raw_source/RAVDESS/Actor_12/03-01-06-02-01-01-12.wav,fear,"[ 0.          0.          0.         ... -0.00087075 -0.00093893
  0.        ]",ravdess
755,./raw_source/RAVDESS/Actor_12/03-01-05-02-01-02-12.wav,angry,"[ 1.3799029e-05  2.3712748e-07 -3.4784719e-07 ...  2.7581083e-03
  2.8025142e-03  0.0000000e+00]",ravdess
756,./raw_source/RAVDESS/Actor_12/03-01-07-01-01-02-12.wav,disgust,"[1.2146768e-03 1.8470963e-03 1.6136256e-03 ... 9.6052645e-06 8.3101777e-06
 0.0000000e+00]",ravdess
757,./raw_source/RAVDESS/Actor_12/03-01-04-01-01-01-12.wav,sad,"[-2.0530371e-05 -1.8721579e-05 -1.2103711e-05 ...  8.3692136e-08
  3.2831704e-08  0.0000000e+00]",ravdess
758,./raw_source/RAVDESS/Actor_12/03-01-04-02-02-01-12.wav,sad,"[ 0.          0.          0.         ... -0.00150144 -0.0016601
  0.        ]",ravdess
759,./raw_source/RAVDESS/Actor_12/03-01-07-02-02-02-12.wav,disgust,"[-5.8426456e-05 -1.3405834e-04 -8.5473759e-05 ... -5.4671989e-07
  7.5351073e-07  0.0000000e+00]",ravdess
760,./raw_source/RAVDESS/Actor_12/03-01-03-02-02-01-12.wav,happy,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.3606559e-05
 -1.7298906e-05  0.0000000e+00]",ravdess
761,./raw_source/RAVDESS/Actor_12/03-01-03-01-01-01-12.wav,happy,"[-1.8793036e-06  3.2166508e-06 -1.2668963e-05 ... -7.6492061e-06
 -1.8590696e-05  0.0000000e+00]",ravdess
763,./raw_source/RAVDESS/Actor_12/03-01-01-01-02-01-12.wav,neutral,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.3018383e-05 3.7358408e-05
 0.0000000e+00]",ravdess
765,./raw_source/RAVDESS/Actor_12/03-01-03-02-01-02-12.wav,happy,"[ 0.          0.          0.         ... -0.0002224  -0.00018501
  0.        ]",ravdess
766,./raw_source/RAVDESS/Actor_12/03-01-03-01-02-02-12.wav,happy,"[0.000000e+00 0.000000e+00 0.000000e+00 ... 5.918910e-05 5.649656e-05
 0.000000e+00]",ravdess
769,./raw_source/RAVDESS/Actor_12/03-01-01-01-01-02-12.wav,neutral,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ...  5.446645e-07 -5.033198e-07
  0.000000e+00]",ravdess
770,./raw_source/RAVDESS/Actor_12/03-01-08-02-01-01-12.wav,surprised,"[0.000000e+00 0.000000e+00 0.000000e+00 ... 8.936948e-06 8.784474e-06
 0.000000e+00]",ravdess
771,./raw_source/RAVDESS/Actor_12/03-01-08-01-02-01-12.wav,surprised,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1059748e-06
 -1.2668291e-06  0.0000000e+00]",ravdess
772,./raw_source/RAVDESS/Actor_12/03-01-06-01-01-02-12.wav,fear,"[ 2.1035136e-09 -2.5039439e-09  2.8516700e-09 ... -8.1573002e-05
 -1.0021649e-04  0.0000000e+00]",ravdess
773,./raw_source/RAVDESS/Actor_12/03-01-05-01-01-01-12.wav,angry,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.9353711e-07
  3.0044286e-05  0.0000000e+00]",ravdess
774,./raw_source/RAVDESS/Actor_12/03-01-05-02-02-01-12.wav,angry,"[-3.7936928e-12  6.8383324e-12 -1.0932485e-11 ... -5.4698841e-05
 -5.2308998e-05  0.0000000e+00]",ravdess
775,./raw_source/RAVDESS/Actor_12/03-01-06-02-02-02-12.wav,fear,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.3730538e-05
 -1.2075605e-04  0.0000000e+00]",ravdess
776,./raw_source/RAVDESS/Actor_12/03-01-04-01-02-02-12.wav,sad,"[ 9.1255584e-05  1.7238628e-04  1.1742765e-04 ...  2.2790628e-06
 -2.1682085e-06  0.0000000e+00]",ravdess
777,./raw_source/RAVDESS/Actor_12/03-01-07-01-02-01-12.wav,disgust,"[-1.3202539e-05 -7.4877662e-06 -1.9581019e-05 ... -6.9408175e-06
 -7.4234408e-06  0.0000000e+00]",ravdess
778,./raw_source/RAVDESS/Actor_12/03-01-07-02-01-01-12.wav,disgust,"[-2.3075631e-06  4.1179592e-06  1.1372854e-05 ...  1.0164315e-07
  1.6212488e-07  0.0000000e+00]",ravdess
779,./raw_source/RAVDESS/Actor_12/03-01-04-02-01-02-12.wav,sad,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.8541307e-06 2.7673601e-05
 0.0000000e+00]",ravdess
780,./raw_source/RAVDESS/Actor_15/03-01-08-02-02-01-15.wav,surprised,"[-8.2438336e-12  2.7822575e-12  1.0348719e-11 ... -7.8107569e-06
  1.7023181e-06  0.0000000e+00]",ravdess
781,./raw_source/RAVDESS/Actor_15/03-01-08-01-01-01-15.wav,surprised,"[-8.8526795e-05 -1.3116551e-04 -1.1747758e-04 ...  1.1410184e-12
  0.0000000e+00  0.0000000e+00]",ravdess
782,./raw_source/RAVDESS/Actor_15/03-01-06-01-02-02-15.wav,fear,"[ 5.7756377e-04  9.0968079e-04  7.3328172e-04 ...  1.1024508e-06
 -1.8174189e-06  0.0000000e+00]",ravdess
783,./raw_source/RAVDESS/Actor_15/03-01-05-01-02-01-15.wav,angry,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5987503e-09
  2.6780700e-09  0.0000000e+00]",ravdess
784,./raw_source/RAVDESS/Actor_15/03-01-05-02-01-01-15.wav,angry,"[-1.3421814e-05 -2.2260505e-05 -1.7850889e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",ravdess
785,./raw_source/RAVDESS/Actor_15/03-01-06-02-01-02-15.wav,fear,"[ 2.8059265e-04  4.4255130e-04  4.0548909e-04 ...  7.1689632e-09
 -9.9776329e-09  0.0000000e+00]",ravdess
786,./raw_source/RAVDESS/Actor_15/03-01-04-01-01-02-15.wav,sad,"[-1.06318184e-04 -1.76060421e-04 -1.53775225e-04 ...  8.37529296e-05
  8.49788557e-05  0.00000000e+00]",ravdess
787,./raw_source/RAVDESS/Actor_15/03-01-07-01-01-01-15.wav,disgust,"[ 3.6818697e-04  5.9053581e-04  4.7611151e-04 ... -7.4608448e-07
 -2.4262168e-05  0.0000000e+00]",ravdess
788,./raw_source/RAVDESS/Actor_15/03-01-07-02-02-01-15.wav,disgust,"[-5.6973549e-05 -8.9700246e-05 -9.1915565e-05 ...  1.1909761e-03
  1.3224867e-03  0.0000000e+00]",ravdess
789,./raw_source/RAVDESS/Actor_15/03-01-04-02-02-02-15.wav,sad,"[-7.4542993e-07  1.7351130e-06 -1.0243401e-05 ...  1.3905076e-03
  1.4393164e-03  0.0000000e+00]",ravdess
790,./raw_source/RAVDESS/Actor_15/03-01-03-02-02-02-15.wav,happy,"[ 3.8683520e-05  2.2295300e-05 -3.5622520e-06 ...  1.3108994e-04
  1.9012659e-04  0.0000000e+00]",ravdess
791,./raw_source/RAVDESS/Actor_15/03-01-03-01-01-02-15.wav,happy,"[ 3.6151479e-10 -5.7384997e-10  8.5187796e-10 ... -2.0955317e-03
 -2.2740252e-03  0.0000000e+00]",ravdess
794,./raw_source/RAVDESS/Actor_15/03-01-01-01-02-02-15.wav,neutral,"[ 8.1007602e-07 -1.5623609e-06 -1.7015000e-05 ...  5.2877533e-07
 -4.2084270e-07  0.0000000e+00]",ravdess
795,./raw_source/RAVDESS/Actor_15/03-01-03-02-01-01-15.wav,happy,"[-3.3672302e-05 -5.8805650e-05 -5.8727263e-05 ...  7.2437888e-06
 -3.7336401e-06  0.0000000e+00]",ravdess
796,./raw_source/RAVDESS/Actor_15/03-01-03-01-02-01-15.wav,happy,"[-3.4567503e-05 -3.4420482e-05 -2.8866310e-05 ... -5.4001099e-05
 -8.3563624e-05  0.0000000e+00]",ravdess
798,./raw_source/RAVDESS/Actor_15/03-01-01-01-01-01-15.wav,neutral,"[ 2.0372387e-07 -2.9526333e-07  4.1147743e-07 ... -1.4542969e-09
  1.4155723e-09  0.0000000e+00]",ravdess
800,./raw_source/RAVDESS/Actor_15/03-01-08-02-01-02-15.wav,surprised,"[-6.7930114e-07  6.4624885e-07 -5.6728749e-07 ...  1.9016286e-04
  1.9748248e-04  0.0000000e+00]",ravdess
801,./raw_source/RAVDESS/Actor_15/03-01-08-01-02-02-15.wav,surprised,"[7.7110377e-07 2.1744701e-05 3.6003352e-05 ... 9.1782313e-05 9.6777600e-05
 0.0000000e+00]",ravdess
802,./raw_source/RAVDESS/Actor_15/03-01-05-01-01-02-15.wav,angry,"[ 3.37666307e-07  8.32973370e-08 -1.19173069e-06 ... -1.58076684e-04
 -1.11364985e-04  0.00000000e+00]",ravdess
803,./raw_source/RAVDESS/Actor_15/03-01-06-01-01-01-15.wav,fear,"[-1.48103736e-05 -1.56424467e-05 -1.50166925e-05 ... -9.38132289e-05
 -9.49977839e-05  0.00000000e+00]",ravdess
804,./raw_source/RAVDESS/Actor_15/03-01-06-02-02-01-15.wav,fear,"[9.5721007e-06 6.9720459e-06 7.7764143e-06 ... 1.6885361e-04 1.5233996e-04
 0.0000000e+00]",ravdess
805,./raw_source/RAVDESS/Actor_15/03-01-05-02-02-02-15.wav,angry,"[-4.00125464e-05 -5.61070337e-05 -4.58425347e-05 ...  1.68631319e-04
  1.09115164e-04  0.00000000e+00]",ravdess
806,./raw_source/RAVDESS/Actor_15/03-01-07-01-02-02-15.wav,disgust,"[-7.6896707e-05 -1.2612168e-04 -1.0858063e-04 ...  6.9472509e-05
  7.4461859e-05  0.0000000e+00]",ravdess
807,./raw_source/RAVDESS/Actor_15/03-01-04-01-02-01-15.wav,sad,"[-2.7519955e-05 -1.7934475e-05 -1.0455599e-05 ...  1.4423025e-04
  2.1806643e-04  0.0000000e+00]",ravdess
808,./raw_source/RAVDESS/Actor_15/03-01-04-02-01-01-15.wav,sad,"[-4.5276276e-05 -6.3295192e-05 -4.3999102e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",ravdess
809,./raw_source/RAVDESS/Actor_15/03-01-07-02-01-02-15.wav,disgust,"[9.3312620e-04 1.4113956e-03 1.2284996e-03 ... 8.7540997e-05 8.5785141e-05
 0.0000000e+00]",ravdess
810,./raw_source/RAVDESS/Actor_15/03-01-01-01-02-01-15.wav,neutral,"[-2.6334714e-08  4.3214847e-08 -6.3022128e-08 ...  1.0619303e-06
 -8.0211174e-07  0.0000000e+00]",ravdess
813,./raw_source/RAVDESS/Actor_15/03-01-03-01-01-01-15.wav,happy,"[1.9818155e-05 4.2531632e-05 3.8414099e-05 ... 1.0873056e-04 1.1604905e-04
 0.0000000e+00]",ravdess
814,./raw_source/RAVDESS/Actor_15/03-01-03-02-02-01-15.wav,happy,"[-2.9657898e-05 -1.3163458e-05 -1.1319800e-06 ... -2.2514046e-06
  3.0198229e-05  0.0000000e+00]",ravdess
815,./raw_source/RAVDESS/Actor_15/03-01-08-01-01-02-15.wav,surprised,"[-2.5204428e-05 -5.7232461e-05 -4.3185795e-05 ... -4.0827126e-05
 -3.4375866e-05  0.0000000e+00]",ravdess
816,./raw_source/RAVDESS/Actor_15/03-01-08-02-02-02-15.wav,surprised,"[ 2.0430637e-06  1.3074857e-05 -2.8308733e-07 ...  9.3561846e-11
 -2.6088560e-11  0.0000000e+00]",ravdess
817,./raw_source/RAVDESS/Actor_15/03-01-04-02-02-01-15.wav,sad,"[-7.89505066e-05 -1.22543192e-04 -1.21723264e-04 ... -2.86403792e-05
 -9.62943886e-05  0.00000000e+00]",ravdess
818,./raw_source/RAVDESS/Actor_15/03-01-07-02-02-02-15.wav,disgust,"[ 0.00010049  0.00015672  0.00014778 ... -0.00026555 -0.00024572
  0.        ]",ravdess
819,./raw_source/RAVDESS/Actor_15/03-01-07-01-01-02-15.wav,disgust,"[-1.5068538e-10  2.0796886e-10 -2.7204811e-10 ...  1.3696132e-04
  8.0569313e-05  0.0000000e+00]",ravdess
820,./raw_source/RAVDESS/Actor_15/03-01-04-01-01-01-15.wav,sad,"[-2.5718267e-05 -5.1074207e-06 -3.0335070e-06 ... -1.8381209e-09
  2.0650064e-09  0.0000000e+00]",ravdess
821,./raw_source/RAVDESS/Actor_15/03-01-06-02-01-01-15.wav,fear,"[1.5577578e-04 2.2734537e-04 1.9141287e-04 ... 2.8027982e-05 4.6290414e-05
 0.0000000e+00]",ravdess
822,./raw_source/RAVDESS/Actor_15/03-01-05-02-01-02-15.wav,angry,"[ 2.0640984e-05  1.2066607e-05  1.7404622e-05 ... -6.7526264e-05
 -7.5027594e-05  0.0000000e+00]",ravdess
823,./raw_source/RAVDESS/Actor_15/03-01-05-01-02-02-15.wav,angry,"[-4.4181043e-06 -8.7938633e-06 -1.5681706e-05 ... -2.7712367e-05
 -1.6080992e-05  0.0000000e+00]",ravdess
824,./raw_source/RAVDESS/Actor_15/03-01-06-01-02-01-15.wav,fear,"[-2.4643424e-07  2.6630295e-07 -2.7857664e-07 ...  7.5271389e-10
 -5.3346022e-10  0.0000000e+00]",ravdess
825,./raw_source/RAVDESS/Actor_15/03-01-08-01-02-01-15.wav,surprised,"[-2.2846420e-05 -3.1924927e-05 -4.6657715e-06 ...  2.1191550e-04
  2.1471325e-04  0.0000000e+00]",ravdess
826,./raw_source/RAVDESS/Actor_15/03-01-08-02-01-01-15.wav,surprised,"[ 1.5766575e-06 -2.2007650e-06  3.7547998e-06 ...  8.3025168e-07
 -7.3333968e-07  0.0000000e+00]",ravdess
827,./raw_source/RAVDESS/Actor_15/03-01-07-02-01-01-15.wav,disgust,"[1.7116721e-05 2.3014980e-05 2.4798699e-05 ... 3.0806565e-05 7.3646930e-05
 0.0000000e+00]",ravdess
828,./raw_source/RAVDESS/Actor_15/03-01-04-02-01-02-15.wav,sad,"[ 3.2897549e-06 -1.1800576e-05 -4.5681700e-06 ...  4.2577001e-04
  4.2698174e-04  0.0000000e+00]",ravdess
829,./raw_source/RAVDESS/Actor_15/03-01-04-01-02-02-15.wav,sad,"[ 8.76454797e-05  1.17060270e-04  1.18172036e-04 ... -3.82361833e-07
  3.82345746e-07  0.00000000e+00]",ravdess
830,./raw_source/RAVDESS/Actor_15/03-01-07-01-02-01-15.wav,disgust,"[1.4207480e-04 2.2016739e-04 2.0378946e-04 ... 7.9621423e-05 9.5094678e-05
 0.0000000e+00]",ravdess
831,./raw_source/RAVDESS/Actor_15/03-01-05-02-02-01-15.wav,angry,"[ 0.          0.          0.         ... -0.00012081 -0.00012536
  0.        ]",ravdess
832,./raw_source/RAVDESS/Actor_15/03-01-06-02-02-02-15.wav,fear,[0.00016222 0.00023047 0.00020533 ... 0.00031156 0.00034879 0.        ],ravdess
833,./raw_source/RAVDESS/Actor_15/03-01-06-01-01-02-15.wav,fear,"[2.3435667e-05 2.3544339e-05 2.6794847e-05 ... 7.5505050e-06 6.8762574e-07
 0.0000000e+00]",ravdess
834,./raw_source/RAVDESS/Actor_15/03-01-05-01-01-01-15.wav,angry,"[ 7.4765187e-05  6.1763334e-05  4.7067148e-05 ...  9.1925529e-07
 -1.4749140e-05  0.0000000e+00]",ravdess
836,./raw_source/RAVDESS/Actor_15/03-01-01-01-01-02-15.wav,neutral,"[-1.0170009e-05 -7.0845831e-06 -2.6118312e-05 ... -7.4415274e-09
  4.9956173e-10  0.0000000e+00]",ravdess
838,./raw_source/RAVDESS/Actor_15/03-01-03-01-02-02-15.wav,happy,"[ 1.0066479e-06 -2.2553641e-06  1.1619502e-05 ... -4.1192423e-05
 -3.8722770e-05  0.0000000e+00]",ravdess
